ID,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,HABITAT_CODE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,VISIBILITY,nCounts,nReps,Acanthuridae,Apogonidae,Aulostomidae,Balistidae,Blenniidae,Bothidae,Caracanthidae,Carangidae,Carcharhinidae,Chaetodontidae,Cheilodactylidae,Cirrhitidae,Congridae,Diodontidae,Fistulariidae,Gobiidae,Holocentridae,Kuhliidae,Kyphosidae,Labridae,Lethrinidae,Lutjanidae,Malacanthidae,Microdesmidae,Monacanthidae,Mullidae,Muraenidae,Ophichthidae,Oplegnathidae,Ostraciidae,Pinguipedidae,Pomacanthidae,Pomacentridae,Priacanthidae,Ptereleotridae,Scaridae,Scorpaenidae,Serranidae,Synodontidae,Tetraodontidae,Zanclidae,UNKNOWN,INSTTotFish,SharkJackRayTunaBarra,INSTTotFishMinusSJRTB,POINT_FREQUENCY,MEAN_SST_MEAN,MEAN_SST_SD,MEAN_SST_CLIM_MAX,MEAN_SST_ANOM_MAX,MEAN_SST_ANOM_FREQ
1,10000,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefMid,OAH_SOUTH,OAH-02391,8/18/2016,Forereef,Mid,21.31120900000,-158.12583100000,PAV,7.30000000000,1.00000000000,2.50000000000,0.50000000000,1.50000000000,94.50000000000,0.10375000000,0.02993734300,0.35000000000,9.00000000000,2,1,10.29305401000,0.01697790300,0.00000000000,4.39904105600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00280239500,0.00000000000,0.40342483000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.15934042800,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.08119528700,1.28342546100,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.14945202900,0.00000000000,0.00000000000,0.02414629600,0.00000000000,0.00000000000,0.00000000000,0.07704174100,0.00000000000,0.00000000000,17.88990144000,0.00000000000,17.88990144000,3,25.84518843000,0.99878799233,27.65000000000,0.11880555567,0.02510683767
2,10001,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefDeep,OAH_SOUTH,OAH-02460,8/18/2016,Forereef,Deep,21.34149300000,-158.13988500000,APS,22.55000000000,11.00000000000,0.00000000000,7.00000000000,20.00000000000,62.00000000000,0.38000000000,0.46389060200,1.85000000000,25.00000000000,2,1,2.44443624200,0.00000000000,0.77678306100,3.28381568400,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.31422150800,0.00000000000,0.22121754100,0.00000000000,0.00000000000,0.00000000000,0.00000000000,62.67156084000,0.00000000000,0.00000000000,0.81094784700,0.00000000000,95.98575630000,0.00000000000,0.00000000000,0.00000000000,4.71414468200,0.64849818300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.22221305300,6.68646477200,0.00000000000,0.00000000000,0.00000000000,1.83366167000,0.00000000000,0.00000000000,0.04036296600,0.00000000000,0.00000000000,180.65408430000,0.00000000000,180.65408430000,3,25.84748592330,0.99880599500,27.73300000000,0.10191666667,0.01869658133
3,10002,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefShallow,OAH_SOUTH,OAH-02418,8/18/2016,Forereef,Shallow,21.36039000000,-158.13369900000,PAV,3.20000000000,1.50000000000,0.50000000000,0.50000000000,0.00000000000,97.50000000000,0.10450000000,0.03452897300,0.60000000000,15.00000000000,2,1,5.99538993600,0.00999788300,0.00000000000,3.01591036600,0.00394234900,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.27717633000,0.00000000000,0.03101763500,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.09064018200,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.33982344000,0.00000000000,0.00000000000,0.06036574000,0.00000000000,0.00000000000,0.00000000000,0.02910248900,0.00000000000,0.00000000000,10.85336635000,0.00000000000,10.85336635000,3,25.84748592330,0.99880599500,27.73300000000,0.10191666667,0.01869658133
4,10003,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefMid,OAH_SOUTH,OAH-02408,8/18/2016,Forereef,Mid,21.41568100000,-158.18632000000,PPR,8.95000000000,4.00000000000,0.00000000000,3.00000000000,0.50000000000,92.50000000000,0.23500000000,0.31051383400,1.50000000000,17.00000000000,2,1,22.96537194000,0.00000000000,0.00000000000,9.95379367100,0.00289808000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.19209866200,0.00000000000,0.07780219900,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.54206658700,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.08520770300,0.06265438400,0.00000000000,0.00000000000,0.00000000000,0.04247274100,0.00000000000,0.00000000000,0.38839581700,0.00000000000,0.00000000000,0.02608592700,0.00000000000,0.00000000000,0.00000000000,0.15001043800,0.00000000000,0.00000000000,34.48885815000,0.00000000000,34.48885815000,3,25.84136354330,1.00376600800,27.78866666670,0.09308333333,0.01495726500
5,10004,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefMid,OAH_SOUTH,OAH-02390,8/18/2016,Forereef,Mid,21.42801600000,-158.19550200000,PAV,15.60000000000,1.50000000000,1.00000000000,0.00000000000,1.50000000000,96.00000000000,0.10700000000,0.05202897300,0.70000000000,21.00000000000,2,1,0.14669801900,0.18785863400,0.02219707500,1.03682442600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.06041160000,0.00000000000,0.40185097000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.86514677600,0.00000000000,0.00000000000,0.43253108200,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.11922830900,0.00489574800,0.00000000000,0.00000000000,0.00533835900,0.05913552900,0.00000000000,0.31780989800,0.00000000000,0.01766294500,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.12972871100,0.00000000000,0.00000000000,3.80731808000,0.00000000000,3.80731808000,3,25.79772145670,1.00596336867,27.82666666670,0.07244444467,0.01121794900
6,10009,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefDeep,OAH_SOUTH,OAH-02461,8/19/2016,Forereef,Deep,21.54716100000,-158.25200500000,PAV,25.55000000000,1.00000000000,1.50000000000,0.00000000000,20.00000000000,77.50000000000,0.10125000000,0.01243734300,0.29500000000,30.00000000000,2,1,5.37999148900,0.04961298900,0.00000000000,9.02535757800,0.00289808000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.16557483700,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.18682401500,0.00000000000,0.61663434700,0.00000000000,0.00000000000,0.00000000000,0.09040448200,0.54144511600,0.00000000000,0.00000000000,0.00000000000,0.07228826200,0.01072794700,0.00000000000,0.00000000000,0.08059040400,0.04003384400,0.00000000000,0.00000000000,0.00000000000,0.08561278000,0.00000000000,0.00000000000,16.34799617000,0.00000000000,16.34799617000,3,25.70006144330,1.05133390133,27.52766666670,0.12958333300,0.02617521333
7,10010,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefMid,OAH_SOUTH,OAH-02406,8/19/2016,Forereef,Mid,21.50143500000,-158.23693300000,PAV,11.60000000000,1.00000000000,2.50000000000,0.50000000000,1.00000000000,95.00000000000,0.10750000000,0.03968046100,0.30000000000,24.00000000000,2,1,2.90749655700,0.02263720400,0.00000000000,8.39552966800,0.00134961500,0.00000000000,0.00193906100,0.00000000000,0.00000000000,0.00089538200,0.00000000000,0.74067303700,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.15517264300,0.00000000000,0.00000000000,0.01386416400,0.00000000000,0.00000000000,0.00804366100,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02168472500,0.00357598200,0.01075421700,0.00000000000,0.03226190900,0.00000000000,0.00392123800,0.00000000000,0.00000000000,0.00266378800,0.00000000000,0.00000000000,12.32246285000,0.00000000000,12.32246285000,3,25.71706298330,1.01387074167,27.65466666670,0.08016666667,0.01655982900
8,10011,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefShallow,OAH_SOUTH,OAH-02416,8/19/2016,Forereef,Shallow,21.46914000000,-158.21943700000,PAV,3.35000000000,1.50000000000,0.50000000000,1.00000000000,4.50000000000,92.50000000000,0.16000000000,0.12075412900,0.55000000000,12.00000000000,2,1,6.88777928300,0.00000000000,0.00000000000,1.54304862500,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.01306793700,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.25415101400,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00402183000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.17951569300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,8.88158438300,0.00000000000,8.88158438300,3,25.76406912670,1.00602565633,27.74500000000,0.07544444467,0.01335470100
9,10012,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_SOUTH,2016,ForereefShallow,OAH_SOUTH,OAH-02412,8/19/2016,Forereef,Shallow,21.45102300000,-158.20233400000,PAV,4.85000000000,2.00000000000,1.00000000000,0.00000000000,2.50000000000,94.50000000000,0.15400000000,0.15020995100,0.90000000000,17.00000000000,2,1,2.42633549700,0.00000000000,0.00000000000,2.72824998900,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.01844042000,0.00000000000,0.18977935600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.88089717300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.57178364300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.53994472600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.13072346300,0.26400910700,0.00000000000,9.75016337300,0.00000000000,9.75016337300,3,25.76406912670,1.00602565633,27.74500000000,0.07544444467,0.01335470100
10,10023,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefDeep,OAH_NORTH,OAH-02322,8/20/2016,Forereef,Deep,21.62152800000,-158.10004000000,PAV,21.85000000000,2.00000000000,4.00000000000,0.00000000000,2.50000000000,91.50000000000,0.10625000000,0.02724311800,0.25000000000,23.00000000000,2,1,0.00000000000,0.00000000000,0.00000000000,0.87088053000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00629661200,0.00000000000,0.05346801300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.13776956400,0.00000000000,0.00000000000,0.00000000000,0.00545451700,0.02184220300,0.08954894000,0.00000000000,0.00000000000,0.00000000000,0.03134354400,0.00000000000,0.01333827200,0.02040907200,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.51067054200,0.00000000000,0.00000000000,1.76102180900,0.00000000000,1.76102180900,3,25.41727188670,0.98159527367,26.88066666670,0.26525000033,0.06250000000
11,10024,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefDeep,OAH_NORTH,OAH-02330,8/20/2016,Forereef,Deep,21.68070500000,-158.05640400000,PAV,24.25000000000,1.00000000000,5.00000000000,1.00000000000,1.50000000000,91.50000000000,0.10500000000,0.03376074600,0.45000000000,22.00000000000,2,1,0.57609107400,0.01617582300,0.00000000000,2.76325687000,0.00579615900,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.01179809000,0.00000000000,0.39920628800,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.17236115500,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.02184220300,0.73660631200,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.06809292900,0.31206033200,0.00000000000,0.01318283900,0.05466476400,0.00000000000,0.00000000000,0.00000000000,0.10742951300,0.00000000000,0.00000000000,6.25856435300,0.00000000000,6.25856435300,3,25.35237224670,0.96532621967,26.69833333330,0.31386111100,0.07585470100
12,10025,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefMid,OAH_NORTH,OAH-02351,8/20/2016,Forereef,Mid,21.66981500000,-158.06084900000,PAV,10.20000000000,1.00000000000,5.00000000000,0.00000000000,0.00000000000,94.00000000000,0.10250000000,0.01750000000,0.30000000000,28.00000000000,2,1,0.01095681600,0.00000000000,0.00000000000,0.27319011300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.19794661600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00098319100,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.48307673600,0.00000000000,0.48307673600,3,25.38504403330,0.97366089933,26.76566666670,0.30480555567,0.07318376067
13,10026,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefMid,OAH_NORTH,OAH-02337,8/20/2016,Forereef,Mid,21.66139600000,-158.05995700000,PAV,14.30000000000,2.00000000000,5.00000000000,1.00000000000,3.00000000000,89.00000000000,0.13175000000,0.12589514600,0.90000000000,13.00000000000,2,1,0.14984458800,0.00000000000,0.00000000000,1.01476173100,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.10367811000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.47906483600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.09320555700,2.70582430900,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.20730537300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.06677601600,0.00000000000,0.00000000000,4.82046052200,0.00000000000,4.82046052200,3,25.38504403330,0.97366089933,26.76566666670,0.30480555567,0.07318376067
14,10027,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefMid,OAH_NORTH,OAH-02365,8/20/2016,Forereef,Mid,21.63003500000,-158.08193000000,PSC,9.10000000000,1.00000000000,5.50000000000,1.50000000000,6.50000000000,85.50000000000,0.11000000000,0.04856652100,0.45000000000,20.00000000000,2,1,0.01917615100,0.00000000000,0.00000000000,2.83456420300,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00629661200,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.10144177200,0.00000000000,0.00000000000,0.00000000000,0.02021655600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.01205645100,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,2.99375174500,0.00000000000,2.99375174500,3,25.41727188670,0.98159527367,26.88066666670,0.26525000033,0.06250000000
